make,model,year,transmission,drive,date_range,fuel_type_summary,class_summary,cylinders,displ,co2,barrels08,fuelCost08,highway08,city08,comb08
Jaguar,XJ LWB,2013,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,443,16.4805,2350,27,17,20
Honda,Fit EV,2014,Automatic,2WD,2011-2020,Electric,Wagon,,,0,0.174,550,105,132,118
Mazda,6,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.5,280,10.3003125,1150,39,28,32
Chevrolet,Corvette,2014,Manual,2WD,2011-2020,Gas,Car,8.0,6.2,426,15.695714285714288,2250,28,17,21
Mazda,MX-5,2014,Manual,2WD,2011-2020,Gas,Car,4.0,2.0,359,13.73375,1950,27,22,24
Mazda,MX-5,2014,Manual,2WD,2011-2020,Gas,Car,4.0,2.0,370,13.73375,1950,27,21,24
Mazda,MX-5,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,377,14.330869565217393,2050,27,21,23
Audi,RS 5 Cabriolet,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,4.2,486,18.311666666666667,2600,22,16,18
Ford,Fiesta SFE FWD,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,285,10.63258064516129,1200,37,28,31
Maserati,GranTurismo,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,4.7,572,20.600625,2950,21,13,16
Mercedes-Benz,E350 Coupe,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,373,13.73375,1950,30,20,24
Mercedes-Benz,E350 Convertible,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,392,14.330869565217393,2050,28,20,23
Mercedes-Benz,E350 Convertible,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,396,14.98227272727273,2150,28,19,22
Volkswagen,Beetle Convertible,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,357,13.1844,1900,29,23,25
Volkswagen,Eos,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,354,13.1844,1900,30,22,25
Bentley,Continental GT,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,4.0,505,18.311666666666667,2600,24,14,18
Chevrolet,Sonic,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.8,305,11.36586206896552,1300,34,26,29
Mercedes-Benz,C350,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,377,14.330869565217393,2050,29,20,23
Subaru,Impreza AWD,2014,Manual,2WD,2011-2020,Gas,Car,4.0,2.5,426,15.695714285714288,2250,25,19,21
Subaru,Impreza AWD,2014,Manual,2WD,2011-2020,Gas,Car,4.0,2.5,468,17.347894736842107,2500,23,17,19
Toyota,Yaris,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.5,271,9.988181818181818,1150,36,30,33
Toyota,Yaris,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.5,278,10.3003125,1150,35,30,32
Volkswagen,Beetle,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,343,12.677307692307693,1800,30,24,26
Volkswagen,Jetta,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.8,303,10.987,1250,36,26,30
Volkswagen,Jetta,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.8,308,11.36586206896552,1300,36,25,29
Volkswagen,Jetta,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,334,12.207777777777778,1750,32,24,27
Volkswagen,Jetta,2014,Manual,2WD,2011-2020,Gas,Car,4.0,2.0,338,12.677307692307693,1800,33,23,26
Volkswagen,Jetta,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,344,13.1844,1500,29,23,25
Volkswagen,Jetta,2014,Manual,2WD,2011-2020,Gas,Car,4.0,2.0,316,11.771785714285713,1350,34,24,28
Audi,A6 quattro,2014,Automatic,2WD,2011-2020,Diesel,Car,6.0,3.0,349,13.178793103448278,1500,38,24,29
Cadillac,CTS Sedan AWD,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,404,14.98227272727273,1700,28,19,22
Cadillac,CTS Sedan,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,384,14.330869565217393,1650,29,20,23
Chevrolet,Sonic 5,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.8,305,11.36586206896552,1300,34,26,29
Infiniti,Q50a,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.7,384,14.330869565217393,2050,29,20,23
Infiniti,Q50,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.7,389,14.330869565217393,2050,29,20,23
Infiniti,Q50a AWD,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.7,411,14.98227272727273,2150,27,19,22
Infiniti,Q50 AWD,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.7,412,14.98227272727273,2150,27,19,22
Mazda,3 5-Door,2014,Manual,2WD,2011-2020,Gas,Car,4.0,2.0,275,10.3003125,1150,39,29,32
Mazda,3 5-Door,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,270,9.988181818181818,1150,39,29,33
Mercedes-Benz,E63 AMG 4matic,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,5.5,475,17.347894736842107,2500,23,16,19
Mercedes-Benz,E63 AMG S 4matic,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,5.5,498,18.311666666666667,2600,22,15,18
Volkswagen,Passat,2014,Automatic,2WD,2011-2020,Diesel,Car,4.0,2.0,290,11.240735294117648,1250,40,30,34
Volkswagen,Passat,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.8,317,11.771785714285713,1350,35,24,28
Volkswagen,Passat,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.8,323,11.771785714285713,1350,34,24,28
Volkswagen,Passat,2014,Automatic,2WD,2011-2020,Gas,Car,5.0,2.5,350,13.1844,1500,31,22,25
Volkswagen,Passat,2014,Manual,2WD,2011-2020,Gas,Car,5.0,2.5,337,12.677307692307693,1450,32,22,26
Chevrolet,Impala,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.6,417,15.695714285714288,1800,28,18,21
Fiat,500 L,2014,Automatic,2WD,2011-2020,Gas,Wagon,4.0,1.4,331,12.207777777777778,1750,32,24,27
Fiat,500 L,2014,Manual,2WD,2011-2020,Gas,Wagon,4.0,1.4,318,11.771785714285713,1700,32,25,28
Subaru,Impreza Wagon AWD,2014,Manual,2WD,2011-2020,Gas,Wagon,4.0,2.5,426,15.695714285714288,2250,25,19,21
Subaru,Impreza Wagon AWD,2014,Manual,2WD,2011-2020,Gas,Wagon,4.0,2.5,468,17.347894736842107,2500,23,17,19
Volkswagen,Jetta SportWagen,2014,Automatic,2WD,2011-2020,Diesel,Wagon,4.0,2.0,318,11.94328125,1350,37,29,32
Ram,1500 2WD,2014,Automatic,2WD,2011-2020,Gas,Pickup,8.0,5.7,558,20.600625,2700,20,14,16
Ram,1500 4WD,2014,Automatic,4WD,2011-2020,Gas,Pickup,6.0,3.6,474,17.347894736842107,1950,23,16,19
Chrysler,Town and Country,2014,Automatic,2WD,2011-2020,Gas,Other,6.0,3.6,445,16.4805,1900,25,17,20
Dodge,Grand Caravan,2014,Automatic,2WD,2011-2020,Gas,Other,6.0,3.6,445,16.4805,1900,25,17,20
Volkswagen,Routan,2014,Automatic,2WD,2011-2020,Gas,Other,6.0,3.6,456,16.4805,1900,25,17,20
Chevrolet,Captiva FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.0,463,17.347894736842107,1950,24,17,19
Infiniti,QX60 FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.5,404,14.98227272727273,2150,26,20,22
Mitsubishi,Outlander Sport 2WD,2014,Manual,2WD,2011-2020,Gas,SUV,4.0,2.0,342,12.677307692307693,1450,29,23,26
Mitsubishi,Outlander Sport 2WD,2014,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.0,334,12.677307692307693,1450,30,24,26
Nissan,Pathfinder 2WD,2014,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.5,404,14.98227272727273,1700,26,20,22
Audi,Q5,2014,Automatic,4WD,2011-2020,Diesel,SUV,6.0,3.0,392,14.699423076923075,1650,30,23,26
Chevrolet,Captiva AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.0,482,18.311666666666667,2100,22,16,18
Chevrolet,Equinox AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.6,476,17.347894736842107,1950,23,16,19
GMC,Terrain AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.6,476,17.347894736842107,1950,23,16,19
Infiniti,QX60 AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.5,414,15.695714285714288,2250,25,19,21
Jeep,Wrangler 4WD,2014,Manual,4WD,2011-2020,Gas,SUV,6.0,3.6,481,18.311666666666667,2100,21,17,18
Mitsubishi,Outlander Sport 4WD,2014,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.0,340,12.677307692307693,1450,29,24,26
Nissan,Pathfinder 4WD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.5,418,15.695714285714288,1800,25,19,21
Subaru,Tribeca AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.6,490,18.311666666666667,2100,21,16,18
Volkswagen,Tiguan 4motion,2014,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.0,395,14.98227272727273,2150,26,20,22
Mercedes-Benz,ML350 4matic,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.5,456,17.347894736842107,2500,22,18,19
Volkswagen,Touareg,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.6,476,17.347894736842107,2500,23,16,19
Chevrolet,Impala,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.6,401,14.98227272727273,1700,28,19,22
MINI,Cooper Clubvan,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,299,11.36586206896552,1600,34,26,29
MINI,Cooper Coupe,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,291,10.987,1550,35,28,30
MINI,Cooper Coupe,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,278,10.3003125,1450,36,29,32
MINI,Cooper Roadster,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,299,11.36586206896552,1600,34,26,29
MINI,Cooper S Coupe,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,305,11.36586206896552,1600,34,26,29
MINI,Cooper S Roadster,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,305,11.36586206896552,1600,34,26,29
MINI,John Cooper Works Coupe,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,305,11.36586206896552,1600,34,26,29
MINI,John Cooper Works Roadster,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,305,11.36586206896552,1600,34,26,29
Nissan,370Z,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.7,414,15.695714285714288,2250,26,19,21
Nissan,370Z,2014,Manual,2WD,2011-2020,Gas,Car,6.0,3.7,431,15.695714285714288,2250,25,18,21
Nissan,370Z Roadster,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.7,431,15.695714285714288,2250,25,18,21
Nissan,370Z Roadster,2014,Manual,2WD,2011-2020,Gas,Car,6.0,3.7,445,16.4805,2350,24,17,20
MINI,Cooper Convertible,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,299,11.36586206896552,1600,34,26,29
MINI,Cooper S Convertible,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,305,11.36586206896552,1600,34,26,29
MINI,John Cooper Works Convertible,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,305,11.36586206896552,1600,34,26,29
MINI,Cooper Clubman,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,299,11.36586206896552,1600,34,26,29
MINI,Cooper S Clubman,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,305,11.36586206896552,1600,34,26,29
MINI,John Cooper Works Clubman,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,305,11.36586206896552,1600,34,26,29
Ford,Focus FWD,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,293,10.987,1250,36,27,30
Ford,Focus FWD,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,293,10.987,1250,36,27,30
Ford,Focus FWD,2014,Manual,2WD,2011-2020,Gas,Car,4.0,2.0,304,11.36586206896552,1300,35,26,29
Ford,Focus FWD,2014,Manual,2WD,2011-2020,Gas,Car,4.0,2.0,340,12.677307692307693,1450,31,23,26
Ford,Focus FWD FFV,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,296,10.987,1250,36,26,30
Ford,Focus FWD FFV,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,296,10.987,1250,36,26,30
Ford,Focus FWD FFV,2014,Manual,2WD,2011-2020,Gas,Car,4.0,2.0,304,11.36586206896552,1300,35,26,29
MINI,Cooper Countryman,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,332,12.207777777777778,1750,29,25,27
MINI,Cooper Paceman,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,332,12.207777777777778,1750,29,25,27
MINI,Cooper S Countryman,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,321,11.771785714285713,1700,31,25,28
MINI,Cooper S Countryman,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,313,11.771785714285713,1700,32,26,28
MINI,Cooper S Countryman All4,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,342,12.677307692307693,1800,30,23,26
MINI,Cooper S Countryman All4,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,329,12.207777777777778,1750,30,25,27
MINI,Cooper S Paceman,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,321,11.771785714285713,1700,31,25,28
MINI,Cooper S Paceman,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,313,11.771785714285713,1700,32,26,28
MINI,Cooper S Paceman All4,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,342,12.677307692307693,1800,30,23,26
MINI,Cooper S Paceman All4,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,329,12.207777777777778,1750,30,25,27
MINI,JCW Countryman All4,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,342,12.677307692307693,1800,30,23,26
MINI,JCW Countryman All4,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,329,12.207777777777778,1750,30,25,27
MINI,JCW Paceman All4,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,342,12.677307692307693,1800,30,23,26
MINI,JCW Paceman All4,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,329,12.207777777777778,1750,30,25,27
Infiniti,QX80 2WD,2014,Automatic,2WD,2011-2020,Gas,SUV,8.0,5.6,560,20.600625,2950,20,14,16
Infiniti,QX80 4WD,2014,Automatic,4WD,2011-2020,Gas,SUV,8.0,5.6,564,20.600625,2950,20,14,16
Mercedes-Benz,SLK250,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.8,342,12.677307692307693,1800,32,23,26
Mercedes-Benz,SLK250,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.8,346,12.677307692307693,1800,32,22,26
Mercedes-Benz,SLK350,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,371,13.73375,1950,28,21,24
Mercedes-Benz,SLS AMG Coupe,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,6.2,589,21.974,3150,19,13,15
Mercedes-Benz,SLS AMG Roadster,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,6.2,589,21.974,3150,19,13,15
Mercedes-Benz,SLS AMG GT Coupe,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,6.2,589,21.974,3150,19,13,15
Mercedes-Benz,SLS AMG GT Roadster,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,6.2,589,21.974,3150,19,13,15
MINI,Cooper Roadster,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,295,10.987,1550,34,27,30
MINI,Cooper S Roadster,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,315,11.36586206896552,1600,34,26,29
MINI,Cooper S Coupe,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,315,11.36586206896552,1600,34,26,29
MINI,John Cooper Works Coupe,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,315,11.36586206896552,1600,34,26,29
MINI,John Cooper Works Roadster,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,315,11.36586206896552,1600,34,26,29
MINI,Cooper Convertible,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,295,10.987,1550,34,27,30
MINI,Cooper S Convertible,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,315,11.36586206896552,1600,34,26,29
MINI,John Cooper Works Convertible,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,315,11.36586206896552,1600,34,26,29
Porsche,911 Carrera 4S Cabriolet,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.8,419,15.695714285714288,2250,26,19,21
Mercedes-Benz,C250 Coupe,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.8,356,13.1844,1900,31,21,25
Mercedes-Benz,C63 AMG Coupe,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,6.2,576,21.974,3150,19,13,15
Mercedes-Benz,C350 4matic Coupe,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,400,14.98227272727273,2150,27,19,22
Mercedes-Benz,C350 Coupe,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,382,14.330869565217393,2050,28,20,23
Mercedes-Benz,E550 Coupe,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,4.7,432,15.695714285714288,2250,26,18,21
MINI,Cooper Clubman,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,295,10.987,1550,34,27,30
MINI,Cooper S Clubman,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,315,11.36586206896552,1600,34,26,29
MINI,John Cooper Works Clubman,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,315,11.36586206896552,1600,34,26,29
Volkswagen,Beetle Convertible,2014,Automatic,2WD,2011-2020,Gas,Car,5.0,2.5,378,14.330869565217393,1650,27,21,23
BMW,320i,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,324,11.771785714285713,1700,35,23,28
BMW,320i xDrive,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,333,12.207777777777778,1750,34,23,27
BMW,335i,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,353,13.1844,1900,32,22,25
BMW,335i xDrive,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,377,13.73375,1950,30,20,24
BMW,328d,2014,Automatic,2WD,2011-2020,Diesel,Car,4.0,2.0,285,10.61625,1200,43,31,36
BMW,328d xDrive,2014,Automatic,2WD,2011-2020,Diesel,Car,4.0,2.0,295,11.240735294117648,1250,41,31,34
Chevrolet,Camaro,2014,Manual,2WD,2011-2020,Gas,Car,8.0,6.2,556,20.600625,2950,19,14,16
Chevrolet,Camaro,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,6.2,626,23.543571428571425,3350,18,12,14
Chevrolet,Sonic,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.4,276,10.3003125,1150,38,28,32
Chevrolet,Sonic,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.4,295,10.987,1250,36,27,30
Chevrolet,Sonic RS,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.4,306,11.36586206896552,1300,33,26,29
Chevrolet,Sonic RS,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.4,318,11.771785714285713,1350,33,25,28
Ford,Focus SFE FWD FFV,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,278,10.3003125,1150,39,28,32
Infiniti,Q50 Hybrid,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,282,10.63258064516129,1500,36,29,31
Infiniti,Q50S Hybrid,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,295,10.987,1550,33,28,30
Infiniti,Q50 Hybrid AWD,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,293,10.987,1550,34,28,30
Infiniti,Q50S Hybrid AWD,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,315,11.771785714285713,1700,30,27,28
Mercedes-Benz,C250,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.8,356,13.1844,1900,31,22,25
Mercedes-Benz,C63 AMG,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,6.2,576,21.974,3150,19,13,15
Mercedes-Benz,CL600,2014,Automatic,2WD,2011-2020,Gas,Car,12.0,5.5,634,23.543571428571425,3350,18,12,14
Mercedes-Benz,CL65 AMG,2014,Automatic,2WD,2011-2020,Gas,Car,12.0,6.0,614,23.543571428571425,3350,18,12,14
MINI,Cooper Countryman,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,295,10.987,1550,34,27,30
MINI,Cooper Paceman,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,295,10.987,1550,34,27,30
Volkswagen,Golf,2014,Automatic,2WD,2011-2020,Gas,Car,5.0,2.5,342,12.677307692307693,1450,30,23,26
Volkswagen,Beetle,2014,Automatic,2WD,2011-2020,Gas,Car,5.0,2.5,358,13.1844,1500,29,22,25
Volkswagen,Beetle,2014,Manual,2WD,2011-2020,Gas,Car,5.0,2.5,354,13.1844,1500,31,22,25
BMW,528i,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,335,12.677307692307693,1800,33,23,26
BMW,535i,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,378,14.330869565217393,2050,30,20,23
Cadillac,CTS,2014,Manual,2WD,2011-2020,Gas,Car,8.0,6.2,556,20.600625,2950,19,14,16
Cadillac,CTS V,2014,Manual,2WD,2011-2020,Gas,Car,8.0,6.2,556,20.600625,2950,19,14,16
Cadillac,CTS,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,6.2,626,23.543571428571425,3350,18,12,14
Cadillac,CTS V,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,6.2,626,23.543571428571425,3350,18,12,14
Chevrolet,Cruze,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.4,298,10.987,1250,37,26,30
Chevrolet,Cruze Eco,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.4,273,10.3003125,1150,40,28,32
Chevrolet,Sonic 5,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.4,276,10.3003125,1150,38,28,32
Chevrolet,Sonic 5,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.4,295,10.987,1250,36,27,30
Chevrolet,Sonic 5 RS,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.4,306,11.36586206896552,1300,33,26,29
Chevrolet,Sonic 5 RS,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.4,318,11.771785714285713,1350,33,25,28
Ford,Fusion FWD,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.5,327,12.207777777777778,1400,35,23,27
Ford,Fusion FWD,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,307,11.36586206896552,1300,36,25,29
Ford,Fusion AWD,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,357,13.1844,1500,31,22,25
Ford,Fusion FWD,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,343,12.677307692307693,1450,32,22,26
Ford,Fusion FWD,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.5,342,12.677307692307693,1450,33,22,26
Ford,Fusion Energi Plug-in Hybrid,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,129,4.87870354125,1000,36,40,38
Jaguar,XF,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,387,14.330869565217393,2050,30,19,23
Lincoln,MKZ AWD,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,357,13.1844,1500,31,22,25
Lincoln,MKZ FWD,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,343,12.677307692307693,1450,32,22,26
Lincoln,MKZ AWD,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.7,430,15.695714285714288,1800,25,18,21
Lincoln,MKZ FWD,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.7,410,14.98227272727273,1700,27,19,22
BMW,335i xDrive Gran Turismo,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,377,13.73375,1950,30,20,24
BMW,535i xDrive Gran Turismo,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,420,15.695714285714288,2250,26,18,21
BMW,740i,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,398,14.98227272727273,2150,28,19,22
BMW,740Li,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,398,14.98227272727273,2150,28,19,22
Maserati,Quattroporte GTS,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,3.8,546,20.600625,2950,22,13,16
BMW,328d xDrive Sports Wagon,2014,Automatic,2WD,2011-2020,Diesel,Wagon,4.0,2.0,295,11.240735294117648,1250,41,31,34
Cadillac,CTS Wagon,2014,Manual,2WD,2011-2020,Gas,Wagon,8.0,6.2,556,20.600625,2950,19,14,16
Cadillac,CTS Wagon,2014,Automatic,2WD,2011-2020,Gas,Wagon,8.0,6.2,626,23.543571428571425,3350,18,12,14
Volkswagen,Jetta SportWagen,2014,Automatic,2WD,2011-2020,Gas,Wagon,5.0,2.5,342,12.677307692307693,1450,30,23,26
Volkswagen,Jetta SportWagen,2014,Manual,2WD,2011-2020,Gas,Wagon,5.0,2.5,335,12.677307692307693,1450,33,23,26
Chevrolet,Silverado C15 2WD,2014,Automatic,2WD,2011-2020,Gas,Pickup,6.0,4.3,449,16.4805,1900,23,18,20
GMC,Sierra C15 2WD,2014,Automatic,2WD,2011-2020,Gas,Pickup,6.0,4.3,449,16.4805,1900,23,18,20
Ram,1500 2WD,2014,Automatic,2WD,2011-2020,Gas,Pickup,8.0,5.7,513,19.388823529411766,2550,22,15,17
Ram,1500 2WD,2014,Automatic,2WD,2011-2020,Gas,Pickup,6.0,3.6,450,16.4805,1900,25,17,20
Ram,1500 2WD,2014,Automatic,2WD,2011-2020,Gas,Pickup,6.0,3.6,450,16.4805,1900,25,17,20
Chevrolet,Silverado K15 4WD,2014,Automatic,4WD,2011-2020,Gas,Pickup,6.0,4.3,475,17.347894736842107,1950,22,17,19
GMC,Sierra K15 4WD,2014,Automatic,4WD,2011-2020,Gas,Pickup,6.0,4.3,474,17.347894736842107,1950,22,17,19
Ram,1500 4WD,2014,Automatic,4WD,2011-2020,Gas,Pickup,8.0,5.7,578,21.974,2900,19,13,15
Ram,1500 4WD,2014,Automatic,4WD,2011-2020,Gas,Pickup,6.0,3.6,474,17.347894736842107,1950,23,16,19
Ram,1500 4WD,2014,Automatic,4WD,2011-2020,Gas,Pickup,8.0,5.7,527,19.388823529411766,2550,21,15,17
Chrysler,Town and Country,2014,Automatic,2WD,2011-2020,Gas,Other,6.0,3.6,445,16.4805,1900,25,17,20
Dodge,Grand Caravan,2014,Automatic,2WD,2011-2020,Gas,Other,6.0,3.6,445,16.4805,1900,25,17,20
Ram,C/V,2014,Automatic,2WD,2011-2020,Gas,Other,6.0,3.6,433,15.695714285714288,1800,26,18,21
Chevrolet,Equinox FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.4,347,12.677307692307693,1450,31,22,26
Chevrolet,Captiva FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.4,347,14.330869565217393,1650,28,20,23
